2023-12-05 13:40, success, 0.416090
2023-12-05 14:05, success, 0.359667
2023-12-06 00:46, success, 0.524269
2023-12-06 12:18, success, 0.329809
2023-12-07 00:45, success, 0.601451
2023-12-07 12:18, success, 0.578997
2023-12-08 00:45, success, 0.592813
2023-12-08 12:18, success, 0.473254
2023-12-09 00:44, success, 0.605951
2023-12-09 12:16, success, 0.528696
2023-12-10 00:49, success, 0.667269
2023-12-10 12:03, success, 0.584910
2023-12-11 00:08, success, 0.388491
2023-12-11 12:03, success, 0.428389
2023-12-12 00:08, success, 0.649604
2023-12-12 12:03, success, 0.587607
2023-12-13 00:08, success, 0.615711
2023-12-13 12:03, success, 0.340228
2023-12-14 00:08, success, 0.607507
2023-12-14 12:03, success, 0.416128
2023-12-15 00:08, success, 0.337854
2023-12-15 12:03, success, 0.414105
2023-12-16 00:08, success, 0.415659
2023-12-16 12:03, success, 0.414109
2023-12-17 00:09, success, 0.603848
2023-12-17 12:03, success, 0.391678
2023-12-18 00:09, success, 0.468544
2023-12-18 12:03, success, 0.561655
2023-12-19 00:08, success, 0.608815
2023-12-19 12:03, success, 0.482975
2023-12-20 00:07, success, 0.479568
2023-12-20 12:03, success, 0.433097
2023-12-21 00:08, success, 0.392064
2023-12-21 12:03, success, 0.417284
2023-12-22 00:08, success, 0.500796
2023-12-22 12:03, success, 0.341475
2023-12-23 00:08, success, 0.428991
2023-12-23 12:03, success, 0.525198
2023-12-24 00:08, success, 0.440450
2023-12-24 12:02, success, 0.457543
2023-12-25 00:08, success, 0.454932
2023-12-25 12:03, success, 0.419794
2023-12-26 00:08, success, 0.623704
2023-12-26 12:03, success, 0.394569
2023-12-27 00:07, success, 0.654094
2023-12-27 12:03, success, 0.399068
2023-12-28 00:08, success, 0.599118
2023-12-28 12:03, success, 0.342603
2023-12-29 00:07, success, 0.716992
2023-12-29 12:03, success, 0.449285
2023-12-30 00:08, success, 0.530582
2023-12-30 12:03, success, 0.566623
2023-12-31 00:09, success, 0.393618
2023-12-31 12:03, success, 0.356146
2024-01-01 00:09, success, 0.375403
2024-01-01 12:03, success, 0.452801
2024-01-02 00:08, success, 0.530231
2024-01-02 12:03, success, 0.470822
2024-01-03 00:08, success, 0.569426
2024-01-03 12:03, success, 0.634356
2024-01-04 00:08, success, 0.659825
2024-01-04 12:03, success, 0.368731
2024-01-05 00:08, success, 0.552824
2024-01-05 12:03, success, 0.367306
2024-01-06 00:08, success, 0.414291
2024-01-06 12:03, success, 0.350041
2024-01-07 00:09, success, 0.394766
2024-01-07 12:03, success, 0.430044
2024-01-08 00:09, success, 0.528830
2024-01-08 12:03, success, 0.605692
2024-01-09 00:08, success, 0.354059
2024-01-09 12:03, success, 0.353857
2024-01-10 00:08, success, 0.584792
2024-01-10 12:03, success, 0.347612
2024-01-11 00:08, success, 0.362246
2024-01-11 12:03, success, 0.420429
2024-01-12 00:08, success, 0.563128
2024-01-12 12:03, success, 0.568974
2024-01-13 00:08, success, 0.554618
2024-01-13 12:03, success, 0.343508
2024-01-14 00:09, success, 0.569681
2024-01-14 12:03, success, 0.521542
2024-01-15 00:09, success, 0.538401
2024-01-15 12:03, success, 0.448456
2024-01-16 00:08, success, 0.335027
2024-01-16 12:03, success, 0.575093
2024-01-17 00:08, success, 0.349436
2024-01-17 12:03, success, 0.582479
2024-01-18 00:08, success, 0.402810
2024-01-18 12:03, success, 0.590098
2024-01-19 00:08, success, 0.363723
2024-01-19 12:03, success, 0.359853
2024-01-20 00:08, success, 0.524601
2024-01-20 12:03, success, 0.530817
2024-01-21 00:09, success, 0.537108
2024-01-21 12:03, success, 0.588566
2024-01-22 00:09, success, 0.390948
2024-01-22 12:03, success, 0.527715
2024-01-23 00:08, success, 0.522490
2024-01-23 12:03, success, 0.419970
2024-01-24 00:08, success, 0.561928
2024-01-24 12:03, success, 0.343540
2024-01-25 00:08, success, 0.406171
2024-01-25 12:03, success, 0.388157
2024-01-26 00:08, success, 0.431161
2024-01-26 12:02, success, 0.396204
2024-01-27 00:07, success, 0.329420
2024-01-27 12:02, success, 0.579974
2024-01-28 00:08, success, 0.365423
2024-01-28 12:02, success, 0.359717
2024-01-29 00:08, success, 0.536443
2024-01-29 12:03, success, 0.591185
2024-01-30 00:08, success, 0.560986
2024-01-30 12:03, success, 0.392642
2024-01-31 00:08, success, 0.429026
2024-01-31 12:03, success, 0.397621
2024-02-01 00:08, success, 0.542165
2024-02-01 12:03, success, 0.343851
2024-02-02 00:08, success, 0.409682
2024-02-02 12:03, success, 0.401656
2024-02-03 00:08, success, 0.340960
2024-02-03 12:03, success, 0.477213
2024-02-04 00:09, success, 0.341348
2024-02-04 12:02, success, 0.531833
2024-02-05 00:08, success, 0.359654
2024-02-05 12:03, success, 0.394500
2024-02-06 00:08, success, 0.376191
2024-02-06 12:03, success, 0.662048
2024-02-07 00:07, success, 0.336871
